
0.13	9.64	0.31	102	102
0.30	9.59	0.07	179	203
0.50	9.58	-0.17	265	305
0.74	9.52	-0.40	365	405
1.00	9.46	-0.62	462	502
1.22	9.40	-0.84	559	599
1.45	9.34	-1.07	659	699
1.69	9.26	-1.30	762	802
1.92	9.14	-1.49	859	899
2.19	9.05	-1.72	963	1003
2.41	8.91	-1.93	1066	1106
2.64	8.79	-2.13	1168	1208
2.88	8.66	-2.33	1272	1312
3.14	8.48	-2.50	1375	1415
3.38	8.33	-2.69	1478	1518
3.60	8.16	-2.85	1581	1621
3.81	8.00	-3.01	1681	1721
4.05	7.80	-3.19	1784	1824
4.29	7.61	-3.31	1887	1927
4.51	7.42	-3.44	1990	2030
4.70	7.21	-3.56	2093	2133
4.93	7.01	-3.68	2196	2236
5.14	6.78	-3.77	2299	2339
5.35	6.56	-3.85	2396	2436
5.57	6.32	-3.93	2499	2539
5.75	6.12	-4.00	2596	2636
5.93	5.89	-4.08	2696	2736
6.13	5.75	-3.99	2795	2753
6.33	5.51	-4.02	2899	2857
6.51	5.27	-4.04	3002	2960
6.68	5.05	-4.05	3105	3063
6.87	4.79	-4.06	3208	3166
7.04	4.55	-4.05	3305	3263
7.14	4.38	-4.07	3364	3364
7.00	4.36	-4.30	3267	3461
6.86	4.32	-4.50	3169	3559
6.70	4.31	-4.73	3072	3656
6.51	4.27	-4.97	2974	3754
6.33	4.21	-5.22	2871	3857
6.17	4.17	-5.45	2774	3954
5.99	4.07	-5.66	2677	4051
5.82	4.02	-5.90	2577	4151
5.62	3.92	-6.11	2480	4248
0.05	0.18	0.33	2383	4345
5.25	3.70	-6.52	2286	4442
5.04	3.57	-6.73	2189	4539
4.84	3.45	-6.92	2092	4636
0.05	0.18	0.33	1994	4734
4.46	3.14	-7.29	1897	4831
4.27	3.00	-7.46	1800	4928
4.04	2.84	-7.63	1702	5026
3.82	2.66	-7.79	1605	5123
3.64	2.48	-7.96	1509	5219
3.43	2.30	-8.08	1412	5316
3.18	2.08	-8.25	1309	5419
2.96	1.90	-8.37	1211	5517
2.74	1.65	-8.49	1108	5620
2.50	1.44	-8.60	1005	5723
2.29	1.23	-8.69	909	5819
2.06	0.99	-8.78	812	5916
1.84	0.77	-8.86	714	6014
1.62	0.55	-8.90	618	6110
1.40	0.30	-8.97	520	6208
1.15	0.06	-9.00	423	6305
0.93	-0.16	-9.05	325	6403
0.71	-0.41	-9.06	228	6500
0.67	-0.64	-9.04	207	6599
0.83	-0.87	-9.02	286	6700
1.05	-1.10	-8.99	385	6799
1.29	-1.31	-8.93	482	6896
1.57	-1.54	-8.84	585	6999
1.79	-1.77	-8.77	682	7096
1.97	-1.99	-8.69	763	7197
2.22	-2.19	-8.58	860	7294
2.47	-2.38	-8.48	956	7391
2.63	-2.58	-8.37	1035	7492
2.88	-2.81	-8.23	1138	7595
3.11	-2.97	-8.09	1240	7697
3.34	-3.16	-7.94	1343	7800
3.57	-3.36	-7.77	1446	7903
3.80	-3.50	-7.60	1543	8000
4.03	-3.67	-7.41	1646	8103
4.28	-3.81	-7.23	1750	8207
4.49	-3.95	-7.03	1852	8309
4.70	-4.11	-6.83	1952	8409
4.92	-4.22	-6.63	2055	8512
5.15	-4.31	-6.40	2157	8614
5.35	-4.44	-6.19	2259	8716
5.55	-4.50	-5.95	2362	8819
5.76	-4.59	-5.72	2466	8923
5.95	-4.66	-5.50	2562	9019
6.16	-4.70	-5.26	2664	9121
6.36	-4.76	-5.03	2768	9225
6.54	-4.77	-4.77	2871	9328
6.70	-4.80	-4.55	2968	9425
6.89	-4.81	-4.30	3071	9528
6.99	-4.86	-4.08	3136	9629
6.92	-5.02	-4.03	3084	9729
6.79	-5.25	-3.98	2987	9826
6.64	-5.48	-3.97	2889	9924
6.46	-5.70	-3.94	2792	10021
6.37	-5.90	-3.84	2741	10123
6.33	-6.02	-3.69	2727	10226
6.41	-6.10	-3.53	2768	10326
6.26	-6.30	-3.43	2691	10426
6.11	-6.50	-3.37	2594	10523
5.96	-6.71	-3.27	2497	10620
