2856,2380
3151,2448
3455,2451
3749,2527
4041,2616
4322,2747
4578,2948
4851,3129
5093,3415
5353,3706
5602,4106
5813,4773
5902,5896
5883,7145
5702,7990
5489,8561
5238,8917
4952,9087
4663,9221
4361,9262
4058,9286
3756,9323
3452,9323
3148,9323
2851,9389
2547,9394
2243,9404
1940,9415
1641,9483
1355,9639
1110,9955
846,10285
619,10865
419,11797
413,528
613,1468
871,1925
1154,2156
1457,2200
1757,2272
2060,2277
2356,2355
2660,2369
2964,2373
3266,2408
3567,2444
3868,2404
4154,2292
4446,2193
4741,2099
5044,2062
5332,1891
5593,1535
5827,942
5898,12591
5791,11520
5615,10770
5387,10296
5148,9936
4908,9637
4664,9382
4392,9211
4111,9077
3817,8999
3538,8873
3294,8692
3042,8521
2793,8345
2536,8177
2311,7957
2110,7699
1901,7434
1717,7122
1582,6746
1470,6331
1466,5870
1454,5407
1494,4951
1613,4547
1712,4152
1800,3768
1892,3400
1986,3046
2059,2693
2130,2348
2279,2048
2446,1771
2670,1554
2852,1305
3007,1042
3207,813
3385,566
3593,343
3758,80
3856,12579
4002,12294
4114,11985
4132,11648
4127,11309
4085,10976
4089,10641
4066,10307
4038,9976
4021,9646
3967,9322
3916,9001
3831,8693
3747,8388
3642,8094
3579,7791
3511,7490
3476,7185
3454,6879
3421,6575
3443,6270
3482,5967
3553,5668
3548,5360
3605,5056
3680,4755
3714,4443
3807,4142
3866,3829
3932,3514
3965,3191
4052,2875
4076,2542
4137,2212
4136,1873
4042,1554
3960,1237
3899,920
3784,624
3694,323
3546,52
3452,12559
3340,12275
3263,11981
3144,11701
2997,11435
2840,11172
2675,10911
2466,10680
2326,10387
2151,10108
1954,9835
1808,9500
1681,9135
1639,8721
1607,8298
1642,7876
1655,7456
1743,7064
1886,6719
2079,6434
2276,6170
2460,5907
2689,5697
2896,5471
3144,5294
3408,5142
3686,5019
3973,4915
4263,4812
4550,4694
4849,4613
5146,4514
5448,4443
5752,4444
6054,4342
6311,2364
6096,12256
5793,12174
5492,12297
5199,12460
4898,12532
4605,12641
4326,12788
4041,107
3751,203
3484,352
3202,467
2923,586
2672,762
2392,885
2149,1088
1961,1370
1833,1714
1675,2057
1517,2425
1457,2872
1435,3338
1514,3782
1619,4192
1719,4586
1808,4967
1905,5332
2038,5664
2233,5934
2437,6180
2684,6367
2933,6544
3147,6761
3384,6952
3592,7176
3834,7366
4070,7571
4292,7804
4526,8039
4686,8375
4797,8764
4875,9187
4949,9630
4962,10097
4971,10567
4890,11012
4715,11364
4497,11639
4284,11898
4078,12151
3820,12323
3560,12485
3305,12651
3073,47
2835,239
2655,489
2509,769
2317,1024
2093,1256
1877,1516
1685,1823
1515,2180
1341,2567
1152,2982
970,3474
851,4124
755,4880
835,5653
945,6326
1171,6738
1399,7080
1659,7310
1952,7413
2255,7441
2551,7513
2839,7616
3125,7719
3388,7870
3645,8034
3902,8204
4154,8389
4356,8649
4572,8913
4752,9238
4835,9650
4814,10085
4704,10478
4618,10865
4500,11222
4394,11570
4275,11900
4149,12215
4043,12530
3876,1
3667,232
3480,475
3260,685
3076,928
2906,1181
2755,1449
2676,1751
2680,2065
2715,2377
2831,2663
2889,2966
2901,3273
2884,3580
2928,3884
2939,4190
2892,4493
2800,4787
2774,5096
2828,5401
2905,5699
2979,5996
3098,6277
3233,6549
3333,6836
3409,7131
3537,7409
3647,7697
3688,8007
3660,8318
3557,8610
3404,8875
3313,9166
3264,9466
3274,9769
3253,10073
3213,10374
3135,10668
3071,10965
2947,11244
2784,11504
2665,11791
2494,12055
2352,12344
2239,12656
2184,194
2131,538
2162,886
2215,1226
2289,1556
2416,1857
2576,2132
2790,2355
3004,2572
3253,2747
3481,2948
3654,3203
3808,3474
3931,3767
4063,4064
4225,4351
4324,4684
4445,5017
4593,5350
4668,5736
4743,6135
4754,6555
4725,6970
4613,7347
4534,7723
4420,8071
4303,8404
4150,8704
3979,8979
3810,9248
3626,9497
3436,9738
3222,9954
3018,10179
2790,10382
2619,10641
2433,10895
2229,11143
2042,11419
1845,11702
1702,12054
1534,12409
1437,42
1371,509
1305,996
1287,1507
1367,1992
1537,2377
1717,2719
1889,3043
2128,3268
2390,3440
2637,3628
2882,3813
3098,4028
3296,4259
3485,4498
3641,4763
3800,5031
3934,5319
4075,5610
4237,5899
4345,6229
4436,6576
4495,6943
4554,7318
4516,7698
4489,8076
4451,8447
4376,8803
4266,9136
4148,9454
3955,9710
3707,9896
3428,10017
3156,10154
2872,10263
2576,10332
2306,10484
2066,10697
