0.07	-42.01	21.16	1042	5731
0.07	-42.01	21.16	1065	5830
0.07	-42.01	21.16	1029	5931
-67.31	-59.83	5.84	931	6028
0.07	-42.01	21.16	827	6132
0.07	-42.01	21.16	730	6229
0.62	-42.01	21.16	633	6326
0.07	-42.01	21.16	536	6423
0.07	-42.01	21.16	439	6520
0.07	-42.01	21.16	342	6617
0.07	-42.01	21.16	244	6715
1.28	0.51	21.16	146	6813
0.05	-42.01	21.16	49	6910
0.07	-42.01	21.16	-48	7007
0.62	-42.01	21.16	-145	7104
0.66	-42.01	21.16	-243	7202
0.05	-42.01	21.16	-341	7300
0.05	-42.01	21.16	-439	7398
0.22	-42.01	21.16	-536	7495
-67.31	55.33	5.84	-634	7593
0.61	-42.01	21.16	-731	7690
0.07	-42.01	21.16	-829	7788
0.07	-42.01	21.16	-927	7886
0.07	-42.01	21.16	-1024	7983
0.05	-42.01	21.16	-1121	8080
-67.31	-59.83	5.84	-1220	8178
0.07	-42.01	21.16	-1317	8275
0.07	-42.01	21.16	-1415	8373
0.60	-42.01	21.16	-1514	8472
0.62	-42.01	21.16	-1611	8569
0.07	-42.01	21.16	-1709	8667
0.63	-42.01	21.16	-1807	8765
-67.31	-59.83	5.84	-1894	8867
0.05	76.14	5.84	-1903	8971
0.05	0.18	21.16	-1806	9068
0.07	-42.01	21.16	-1707	9167
0.07	-42.01	21.16	-1603	9271
0.61	-42.01	21.16	-1500	9374
0.05	-42.01	21.16	-1397	9477
0.07	-42.01	21.16	-1293	9581
0.05	-42.01	21.16	-1190	9684
0.05	-42.01	21.16	-1088	9786
0.07	-42.01	19.32	-986	9857
0.07	-42.01	19.32	-884	9928
0.05	-42.01	19.32	-783	9902
0.60	-42.01	19.32	-681	9841
0.05	-42.01	19.32	-582	9874
0.05	-42.01	19.32	-481	9935
0.07	-42.01	19.32	-381	9990
0.07	-42.01	19.32	-279	10081
0.07	-42.01	19.32	-175	10089
0.07	-42.01	19.32	-72	10070
0.19	-42.01	19.32	31	10042
0.05	-42.01	19.32	134	10052
0.05	-42.01	21.16	232	9954
0.61	-42.01	21.16	331	9856
0.60	-42.01	21.16	428	9759
0.62	-42.01	21.16	526	9661
-67.31	55.33	5.84	624	9563
-67.31	55.33	5.84	724	9463
0.05	-42.01	21.16	821	9366
0.05	54.16	21.16	794	9266
0.07	-42.01	21.16	737	9167
21.49	0.51	21.16	638	9068
0.07	-42.01	21.16	540	8970
0.05	-42.01	21.16	442	8872
0.07	-42.01	21.16	344	8774
0.05	-42.01	21.16	247	8677
0.05	-42.01	21.16	148	8578
-67.31	55.33	5.84	48	8509
0.07	-42.01	19.32	-53	8464
0.05	-42.01	19.32	-153	8495
0.62	-42.01	19.32	-253	8469
0.62	-42.01	19.32	-355	8406
0.07	-42.01	19.32	-454	8341
0.62	-42.01	19.32	-553	8248
0.62	-42.01	19.32	-653	8248
0.07	-42.01	19.32	-753	8268
-67.31	-59.83	5.84	-853	8193
0.07	-42.01	19.32	-952	8179
0.52	-42.01	19.32	-1051	8109
0.60	-42.01	19.32	-1151	8081
0.07	-42.01	19.32	-1251	8134
0.62	-42.01	21.16	-1349	8232
0.05	-5.87	21.16	-1447	8330
0.07	-42.01	21.16	-1551	8434
0.07	-42.01	21.16	-1649	8532
0.07	-42.01	21.16	-1746	8629
0.05	-42.01	21.16	-1843	8726
0.05	-42.01	21.16	-1940	8823
0.05	-42.01	21.16	-2038	8921
0.07	-42.01	21.16	-2097	9022
0.07	-42.01	21.16	-2037	9123
0.61	-42.01	21.16	-1938	9222
-67.31	55.33	5.84	-1840	9320
0.07	-42.01	21.16	-1736	9424
0.61	-42.01	21.16	100	-100
0.07	-42.01	21.16	-3	3
0.62	-42.01	21.16	-100	100
0.05	-42.01	21.16	-200	200
0.07	-42.01	21.16	-298	298
-67.31	55.33	5.84	-396	396
0.05	-42.01	21.16	-493	493
0.05	-42.01	21.16	-590	590
0.66	-42.01	21.16	-687	687
0.05	0.18	21.16	-784	784
0.07	-42.01	21.16	-882	882
0.05	-42.01	21.16	-979	979
0.07	-42.01	21.16	-1007	1079
0.07	-42.01	21.16	-1093	1181
0.07	-42.01	21.16	-1168	1282
0.05	-42.01	21.16	-1265	1379
0.07	-42.01	21.16	-1363	1477
0.07	-42.01	21.16	-1461	1575
-67.31	55.33	5.84	-1559	1673
0.05	-42.01	21.16	-1656	1770
0.07	-42.01	21.16	-1754	1868
77.85	1.11	0.33	-1852	1966
0.05	-42.01	21.16	-1950	2064
0.05	-42.01	21.16	-2048	2162
0.61	-42.01	21.16	-2146	2260
-67.31	55.33	5.84	-2205	2361
0.07	0.26	0.45	-2203	2464
0.07	-42.01	21.16	-2112	2566
0.66	-42.01	21.16	-2012	2666
-67.31	55.33	5.84	-1908	2770
0.05	-42.01	21.16	-1809	2869
0.60	-42.01	21.16	-1706	2972
0.05	-42.01	21.16	-1603	3075
0.60	-42.01	21.16	-1500	3178
0.05	-42.01	21.16	-1397	3281
0.05	-42.01	21.16	-1294	3384
0.07	-42.01	21.16	-1197	3481
0.07	0.26	41.37	-1100	3578
0.05	-42.01	21.16	-996	3682
0.60	-42.01	21.16	-893	3785
12.91	0.51	21.16	-793	3885
-67.31	55.33	5.84	-689	3989
0.07	0.26	0.51	-585	4093
0.37	-42.01	21.16	-483	4195
0.61	-42.01	21.16	-380	4298
0.07	-42.01	21.16	-277	4401
0.60	-42.01	21.16	-173	4505
-67.31	55.33	5.84	-69	4609
0.05	-42.01	21.16	33	4711
0.66	-42.01	21.16	137	4815
0.07	-42.01	21.16	240	4918
0.05	-42.01	21.16	344	5022
0.60	-42.01	21.16	447	5125
0.66	-42.01	21.16	544	5222
0.07	0.26	56.07	647	5325
0.07	-42.01	21.16	751	5429
0.35	-42.01	21.16	851	5529
-67.31	55.33	5.84	949	5627
0.60	-42.01	21.16	1040	5729
0.07	-42.01	21.16	1063	5828
0.07	-42.01	21.16	1027	5929
0.07	-42.01	21.16	930	6026
0.60	-42.01	21.16	826	6130
0.60	-42.01	21.16	729	6227
0.05	-42.01	21.16	632	6324
0.07	-42.01	21.16	535	6421
0.05	-42.01	21.16	438	6518
0.07	-42.01	21.16	341	6615
-67.31	55.33	5.84	243	6713
0.07	-42.01	21.16	145	6811
0.61	-42.01	21.16	48	6908
0.60	-42.01	21.16	-49	7005
0.63	-42.01	21.16	-147	7103
-67.31	55.33	5.84	-245	7201
-67.31	55.33	5.84	-343	7299
0.66	-42.01	21.16	-441	7397
0.60	-42.01	21.16	-538	7494
-67.31	55.33	5.84	-636	7592
0.52	-42.01	21.16	-733	7689
0.05	-42.01	21.16	-831	7787
0.07	-42.01	21.16	-929	7885
0.62	-42.01	21.16	-1026	7982
0.07	-42.01	21.16	-1123	8079
0.62	-42.01	21.16	-1222	8178
0.07	-42.01	21.16	-1319	8275
0.07	-42.01	21.16	-1417	8373
0.63	-42.01	21.16	-1516	8472
0.05	-42.01	21.16	-1613	8569
0.62	-42.01	21.16	-1711	8667
0.07	-42.01	21.16	-1809	8765
0.07	-42.01	21.16	-1895	8867
0.60	-42.01	21.16	-1905	8970
0.07	-42.01	21.16	-1808	9068
0.05	-42.01	21.16	-1709	9167
7.40	0.51	21.16	-1605	9271
0.61	-42.01	21.16	-1502	9374
0.05	-42.01	21.16	-1399	9477
0.05	-42.01	21.16	-1295	9581
0.53	-42.01	21.16	-1192	9684
0.05	-42.01	21.16	-1089	9787
0.07	-42.01	19.32	-987	9858
0.07	-42.01	19.32	-885	9929
0.07	-42.01	19.32	-783	9903
0.61	-42.01	19.32	-681	9842
0.07	-42.01	19.32	-581	9875
0.07	-42.01	19.32	-481	9936
0.05	0.26	1.33	-381	9991
0.07	-42.01	19.32	-279	10082
0.66	-42.01	19.32	-175	10090
0.07	-42.01	19.32	-72	10071
0.64	-42.01	19.32	31	10043
0.07	-42.01	19.32	134	10053
0.60	-42.01	21.16	232	9955
0.07	-42.01	21.16	331	9857
0.07	-42.01	21.16	428	9760
0.07	-42.01	21.16	526	9662
0.05	-42.01	21.16	623	9565
0.07	-42.01	21.16	723	9465
39.25	0.69	21.16	820	9368
0.05	-42.01	21.16	793	9268
0.19	-42.01	21.16	736	9169
-67.31	55.33	5.84	637	9070
0.05	-42.01	21.16	539	8972
0.62	-42.01	21.16	442	8875
0.63	-42.01	21.16	344	8777
0.05	-42.01	21.16	247	8680
12.30	0.51	21.16	148	8581
-67.31	55.33	5.84	48	8512
0.05	0.26	5.23	-52	8467
0.07	-42.01	19.32	-153	8498
0.07	-42.01	19.32	-253	8472
0.07	-42.01	19.32	-355	8409
0.60	-42.01	19.32	-454	8345
0.07	-42.01	19.32	-553	8252
0.60	-42.01	19.32	-653	8252
0.07	-42.01	19.32	-753	8272
0.07	-42.01	19.32	-853	8197
0.05	-42.01	19.32	-952	8183
-67.31	55.33	5.84	-1052	8112
0.05	50.49	19.32	-1152	8085
0.61	-42.01	19.32	-1252	8138
0.60	-42.01	21.16	-1350	8236
0.07	-42.01	21.16	-1448	8334
0.07	-42.01	21.16	-1552	8438
0.07	-42.01	21.16	-1650	8536
0.07	-42.01	21.16	-1748	8634
0.07	-42.01	21.16	-1845	8731
0.07	-42.01	21.16	-1943	8829
0.60	-42.01	21.16	-2041	8927
0.07	-42.01	21.16	-2100	9028
-67.31	-0.42	1.07	-2040	9129
0.07	-42.01	21.16	-1941	9228
0.62	-42.01	21.16	-1843	9326
0.05	-42.01	21.16	-1739	9430
0.05	-42.01	21.16	-1639	9530
0.07	-42.01	21.16	-1536	9633
0.07	-42.01	21.16	-1432	9737
0.61	-42.01	21.16	-1329	9840
0.07	-42.01	21.16	-1225	9944
-67.31	55.33	5.84	-1121	10048
0.07	-42.01	19.32	-1020	10107
-67.31	55.33	5.84	-917	10210
0.07	-42.01	21.16	-817	10310
0.07	-42.01	19.32	-716	10369
0.07	-42.01	19.32	-613	10340
0.60	-42.01	21.16	-515	10242
0.05	-42.01	19.32	-415	10175
0.05	0.26	0.92	-318	10078
0.63	-42.01	21.16	-219	9979
0.07	-42.01	21.16	-122	9882
0.05	-42.01	21.16	-24	9784
0.07	-42.01	21.16	73	9687
-67.31	-59.83	5.84	176	9585
0.61	-42.01	21.16	279	9482
0.05	-42.01	21.16	376	9385
0.66	-42.01	21.16	473	9288
0.07	-42.01	21.16	571	9190
0.07	-42.01	21.16	620	9091
0.63	-42.01	21.16	702	8989
0.05	-42.01	21.16	716	8889
0.07	-42.01	21.16	663	8789
0.07	-42.01	21.16	651	8689
0.07	0.87	2.80	553	8591
0.07	-42.01	21.16	452	8490
0.05	-42.01	21.16	403	8392
0.61	-42.01	21.16	422	8293
-67.31	32.64	5.84	479	8192
0.05	-42.01	21.16	533	8091
0.07	-42.01	21.16	517	7991
0.63	-42.01	21.16	531	7892
-67.31	55.33	5.84	463	7789
0.60	-42.01	21.16	365	7691
0.07	-42.01	21.16	267	7593
0.63	-42.01	21.16	184	7493
0.05	0.18	21.16	128	7392
0.62	-42.01	21.16	144	7292
0.60	-42.01	21.16	123	7192
0.05	-42.01	21.16	66	7093
0.07	-42.01	21.16	-33	6994
0.05	-42.01	21.16	-132	6895
0.07	-42.01	21.16	-231	6796
-67.31	55.33	5.84	-331	6696
0.05	-42.01	21.16	-430	6597
0.07	-42.01	21.16	-530	6497
-67.31	55.33	5.84	-629	6398
0.05	-42.01	21.16	-727	6300
0.05	-40.17	21.16	-826	6201
0.05	-42.01	21.16	-924	6103
0.07	0.87	28.51	-1023	6004
-67.31	55.33	5.84	-1123	5904
0.05	-42.01	21.16	-1220	5807
-67.31	55.33	5.84	-1318	5709
0.07	-42.01	21.16	-1417	5610
0.07	-42.01	21.16	-1516	5511
-0.24	0.18	-0.23	-1614	5413
0.07	-42.01	21.16	-1686	5311
0.07	-42.01	21.16	-1682	5212
0.07	-42.01	21.16	-1740	5110
0.07	-42.01	21.16	-1728	5010
0.05	-42.01	21.16	-1784	4909
0.07	-42.01	21.16	-1766	4809
0.07	-42.01	21.16	-1776	4710
0.61	-42.01	21.16	-1800	4610
0.61	-42.01	21.16	-1898	4512
0.07	-42.01	21.16	-1896	4413
0.07	-42.01	21.16	-1859	4312
27.00	0.51	21.16	-1841	4212
0.05	-42.01	21.16	-1744	4115
-67.31	55.33	5.84	-1691	4015
0.63	-42.01	21.16	-1675	3915
0.05	-42.01	21.16	-1696	3815
0.61	-42.01	21.16	-1726	3715
0.07	-42.01	21.16	-1824	3617
0.07	-42.01	21.16	-1923	3518
0.63	-42.01	21.16	-1958	3418
-67.31	55.33	5.84	-2056	3320
0.05	-42.01	21.16	-2155	3221
0.61	-42.01	21.16	-2253	3123
0.07	-42.01	21.16	-2286	3022
-67.31	55.33	5.84	-2368	2919
0.07	-42.01	21.16	-2337	2819
0.63	-42.01	21.16	-2249	2720
0.07	-42.01	21.16	-2196	2621
-67.31	55.33	5.84	-2096	2521
0.07	-42.01	21.16	-1999	2423
0.07	-42.01	21.16	-1981	2323
0.07	-42.01	21.16	-1883	2225
0.07	-42.01	21.16	-1835	2123
0.07	-42.01	21.16	-1870	2023
0.07	-42.01	21.16	-1828	1922
0.07	-42.01	21.16	-1730	1824
0.07	-42.01	21.16	-1633	1727
-67.31	55.33	5.84	-1576	1625
0.05	-42.01	21.16	-1479	1528
0.63	-42.01	21.16	-1382	1431
-67.31	55.33	5.84	-1278	1327
0.07	-42.01	21.16	-1181	1230
0.07	-42.01	21.16	-1083	1132
0.07	-42.01	21.16	-986	1035
0.63	-42.01	21.16	-888	937
0.05	-42.01	21.16	-791	840
-67.31	55.33	5.84	-690	739
0.61	-42.01	21.16	-593	642
0.07	-42.01	21.16	-496	545
0.07	-42.01	21.16	-392	441
0.62	-42.01	21.16	-295	344
0.07	-42.01	21.16	-198	247
0.62	-42.01	21.16	-98	147
0.05	-42.01	21.16	-1	50
0.63	-42.01	21.16	96	-47
0.07	-42.01	21.16	194	-145
-67.31	55.33	5.84	292	-243
0.07	-42.01	21.16	384	-341
0.66	4.48	5.84	332	-441
-67.31	55.33	5.84	234	-540
0.60	-42.01	21.16	136	-637
-67.31	55.33	5.84	38	-736
0.05	-42.01	21.16	-60	-834
0.07	-42.01	21.16	-157	-931
0.05	-42.01	21.16	-255	-1029
0.60	-42.01	21.16	-354	-1128
0.05	-42.01	21.16	-452	-1226
0.61	-42.01	21.16	-551	-1325
0.07	-42.01	21.16	-650	-1424
0.60	-42.01	21.16	-748	-1522
0.66	-42.01	19.32	-848	-1601
0.05	-42.01	21.16	-946	-1699
-67.31	55.33	5.84	-1045	-1798
51.51	0.65	19.32	-1144	-1839
0.66	-42.01	19.32	-1244	-1889
0.05	-36.49	19.32	-1344	-1964
0.07	-42.01	19.32	-1445	-2009
0.05	-42.01	21.16	-1544	-2108
-67.31	-59.83	5.84	-1647	-2196
0.62	-42.01	21.16	-1746	-2295
0.60	-42.01	21.16	-1845	-2394
0.05	-42.01	21.16	-1944	-2493
0.07	-42.01	21.16	-2043	-2592
0.07	-42.01	21.16	-2141	-2690
0.60	-42.01	21.16	-2239	-2788
0.05	-42.01	21.16	-2337	-2886
-67.31	55.33	5.84	-2437	-2986
0.05	-42.01	21.16	-2339	-3084
0.07	-42.01	21.16	-2240	-3183
0.05	-31.59	21.16	-2142	-3281
0.60	-42.01	19.32	-2039	-3178
0.61	-42.01	19.32	-1939	-3123
0.05	-42.01	21.16	-1835	-3019
0.07	-42.01	21.16	-1731	-2915
0.07	-42.01	19.32	-1632	-2878
0.05	-42.01	21.16	-1535	-2781
0.07	-42.01	21.16	-1436	-2682
0.07	-42.01	21.16	-1333	-2579
0.05	-42.01	21.16	-1230	-2476
0.07	-42.01	21.16	-1126	-2372
0.07	-42.01	21.16	-1023	-2269
0.62	-42.01	21.16	-920	-2166
0.07	-42.01	21.16	-823	-2069
0.37	-42.01	21.16	-725	-1971
0.07	-42.01	21.16	-621	-1867
0.61	-42.01	21.16	-518	-1764
0.07	-42.01	21.16	-415	-1661
0.05	-42.01	21.16	-312	-1558
0.63	-42.01	21.16	-208	-1454
-67.31	-59.83	5.84	-105	-1352
0.05	-42.01	21.16	-2	-1249
0.07	-42.01	21.16	101	-1146
0.61	-42.01	21.16	205	-1042
0.05	-42.01	21.16	309	-938
0.05	-42.01	21.16	395	-836
0.07	-42.01	21.16	409	-732
0.07	-42.01	21.16	475	-633
0.05	-42.01	21.16	574	-534
0.05	-42.01	21.16	586	-435
0.07	-42.01	21.16	596	-331
0.05	-42.01	21.16	651	-229
-67.31	55.33	5.84	596	-128
0.05	-42.01	21.16	498	-30
-67.31	55.33	5.84	400	68
0.07	-42.01	21.16	302	166
0.05	-42.01	21.16	221	267
0.07	-42.01	21.16	129	370
0.63	-42.01	21.16	32	467
0.07	-42.01	21.16	-66	565
0.07	-42.01	21.16	-164	663
0.05	-42.01	21.16	-267	766
0.07	-42.01	21.16	-364	863
0.66	-42.01	21.16	-468	967
0.07	-42.01	21.16	-565	1064
-67.31	55.33	5.84	-663	1162
0.61	-42.01	21.16	-761	1260
0.61	-42.01	21.16	-858	1357
0.62	-42.01	21.16	-962	1461
-67.31	55.33	5.84	-1060	1559
0.05	-42.01	21.16	-1157	1656
0.07	-42.01	21.16	-1261	1760
0.60	-42.01	21.16	-1358	1857
0.07	-42.01	21.16	-1455	1954
0.62	-42.01	21.16	-1555	2054
0.60	-42.01	21.16	-1652	2151
0.61	-42.01	21.16	-1749	2248
0.05	-42.01	21.16	-1846	2345
0.07	-42.01	21.16	-1914	2446
0.07	-42.01	21.16	-1991	2547
0.60	-42.01	21.16	-2001	2651
0.60	-42.01	21.16	-2003	2754
0.07	-42.01	21.16	-1985	2854
0.07	-42.01	21.16	-1960	2953
0.21	-42.01	21.16	-1919	3053
0.60	-42.01	21.16	-1827	3156
0.60	-42.01	21.16	-1727	3256
0.07	-42.01	21.16	-1623	3360
0.05	-42.01	21.16	-1526	3457
0.61	-42.01	21.16	-1429	3554
0.05	-42.01	21.16	-1330	3653
0.07	-42.01	21.16	-1226	3757
0.07	-42.01	21.16	-1122	3861
0.05	41.91	21.16	-1019	3964
0.07	-42.01	21.16	-916	4067
0.05	-42.01	21.16	-813	4170
0.63	-42.01	21.16	-710	4273
53.51	0.18	21.16	-608	4375
0.05	-42.01	21.16	-504	4479
0.60	-42.01	21.16	-407	4576
0.05	-42.01	21.16	-310	4673
0.07	-42.01	19.32	-210	4705
0.62	-42.01	19.32	-109	4736
0.60	-42.01	19.32	-9	4802
0.07	-42.01	21.16	88	4899
0.07	-42.01	19.32	192	4926
0.05	-42.01	19.32	294	5013
0.07	1.48	1.65	391	5110
0.61	-42.01	21.16	494	5213
0.07	-42.01	21.16	598	5317
0.05	-42.01	21.16	701	5420
0.05	-42.01	21.16	804	5523
-67.31	55.33	5.84	908	5627
0.07	-42.01	21.16	1008	5727
0.07	-42.01	21.16	1112	5831
0.07	-42.01	21.16	1178	5931
0.07	-42.01	21.16	1075	6034
0.07	-42.01	21.16	977	6132
0.05	-42.01	21.16	880	6229
0.05	-42.01	21.16	783	6326
0.05	-42.01	21.16	683	6426
0.07	-42.01	21.16	585	6523
0.05	-42.01	21.16	488	6621
0.07	-42.01	21.16	390	6719
0.05	-42.01	21.16	292	6816
0.62	-42.01	21.16	195	6913
12.30	0.51	19.32	95	6996
0.07	-42.01	19.32	-4	7088
0.07	-42.01	19.32	-103	7171
0.05	-42.01	19.32	-202	7171
0.60	1.48	6.02	-302	7199
0.61	-42.01	21.16	-399	7296
0.60	-42.01	19.32	-498	7362
0.07	-42.01	19.32	-597	7381
-67.31	-59.83	5.84	-698	7469
0.07	-42.01	19.32	-797	7568
-67.31	55.33	5.84	-894	7666
0.07	-42.01	21.16	-993	7765
0.61	-42.01	21.16	-1092	7863
0.07	-42.01	21.16	-1196	7967
0.07	-42.01	21.16	-1295	8065
0.07	-42.01	21.16	-1393	8163
0.07	-42.01	21.16	-1440	8263
0.05	27.14	5.84	-1441	8264
-67.31	55.33	5.84	-1443	8292
0.07	-42.01	21.16	-1340	8395
0.60	-42.01	21.16	-1242	8493
0.05	-42.01	21.16	-1145	8590
0.07	-42.01	21.16	-1041	8694
-67.31	55.33	5.84	-943	8792
0.62	-42.01	21.16	-840	8895
0.05	-42.01	21.16	-736	8999
0.07	-42.01	21.16	-633	9102
0.22	-42.01	21.16	-530	9205
0.05	-42.01	21.16	-427	9308
0.65	-42.01	21.16	-323	9412
-67.31	-59.83	5.84	-219	9515
0.05	-42.01	21.16	-116	9619
0.07	-42.01	21.16	-12	9723
0.07	-42.01	21.16	91	9826
0.07	-42.01	21.16	195	9930
1.28	0.51	21.16	299	10034
0.61	-42.01	21.16	398	10133
0.22	-42.01	21.16	501	10236
-67.31	-59.83	5.84	602	10283
0.05	-42.01	19.32	705	10263
0.05	-42.01	21.16	802	10166
0.62	-42.01	21.16	901	10067
-67.31	55.33	5.84	998	9970
0.07	-42.01	21.16	1096	9872
0.05	-42.01	21.16	1193	9775
0.07	-42.01	21.16	1291	9677
-67.31	55.33	5.84	1389	9579
0.05	-42.01	21.16	1459	9480
0.05	-42.01	21.16	1416	9379
-67.31	55.33	5.84	1317	9280
0.07	-42.01	21.16	1230	9182
0.05	-42.01	21.16	1132	9084
0.07	-42.01	21.16	1034	8985
0.05	-42.01	21.16	936	8887
0.07	-42.01	21.16	837	8788
0.07	-42.01	21.16	738	8689
0.07	-42.01	21.16	640	8591
0.07	-42.01	21.16	540	8491
0.05	-42.01	21.16	442	8393
0.05	-42.01	21.16	344	8295
0.61	-42.01	21.16	245	8196
-67.31	55.33	5.84	146	8097
-0.24	0.18	19.32	45	8037
0.07	-42.01	19.32	-55	8002
0.05	-42.01	19.32	-154	7932
0.05	0.18	0.33	-253	7848
0.05	0.18	0.33	-352	7749
0.05	0.18	0.33	-450	7651
0.05	0.18	0.33	-548	7553
0.66	0.18	0.33	-646	7455
0.05	0.18	0.33	-744	7363
0.05	0.18	0.33	-843	7264
0.05	0.18	0.33	-940	7167
0.05	0.18	0.33	-1038	7069
0.05	0.18	0.33	-1136	6971
0.05	0.18	0.33	-1235	6872
0.05	0.18	0.33	-1300	6772
0.05	0.18	0.33	-1217	6673
0.05	0.18	0.33	-1174	6573
0.05	0.18	0.33	-1077	6476
0.05	0.18	0.33	-979	6378
0.05	0.18	0.33	-882	6281
0.05	0.18	0.33	-785	6184
0.05	0.18	0.33	-688	6087
0.05	0.18	0.33	-590	5989
0.05	0.18	0.33	-493	5892
0.05	0.18	0.33	-396	5795
0.05	0.18	-0.28	-299	5698
0.05	0.18	0.33	-202	5601
0.05	0.18	0.33	-104	5503
0.05	0.18	0.33	-7	5406
0.05	0.18	0.33	90	5309
0.05	0.18	-0.28	187	5212
-67.48	0.18	21.16	284	5115
-67.31	13.66	0.75	285	5114
0.05	0.18	-0.28	286	5113
0.05	0.18	0.33	381	5018
0.05	0.18	0.33	479	4920
0.05	0.18	0.33	576	4823
0.05	0.18	0.33	674	4725
0.05	0.18	0.33	771	4628
0.05	0.18	0.33	869	4530
0.05	0.18	0.33	966	4433
0.05	0.18	0.33	1063	4336
0.05	0.18	0.33	1160	4239
0.05	0.18	0.33	1257	4142
0.05	0.18	0.33	1361	4038
0.05	0.18	0.33	1457	3942
0.05	0.18	0.33	1554	3845
0.05	0.18	0.33	1653	3746
0.05	0.18	0.33	1554	3647
0.05	0.18	0.33	1456	3549
0.05	0.18	0.33	1358	3451
0.61	-42.01	19.32	1257	3393
0.05	0.18	0.33	1159	3491
-0.56	0.18	0.33	1059	3573
0.05	0.18	0.33	959	3595
0.05	0.18	0.33	861	3693
0.05	0.18	0.33	764	3790
0.05	0.18	0.33	664	3877
0.05	0.18	0.33	567	3974
0.05	0.18	0.33	470	4071
0.05	0.18	0.33	373	4168
0.52	-42.01	21.16	276	4265
0.05	0.18	0.33	178	4363
0.05	-42.01	21.16	81	4460
0.05	-42.01	21.16	-17	4558
0.37	-42.01	21.16	-114	4655
0.05	0.18	0.33	-212	4753
0.05	0.18	0.33	-309	4850
-67.31	55.33	5.84	-407	4948
0.05	-42.01	21.16	-505	5046
0.05	-5.87	21.16	-602	5143
0.05	0.18	0.33	-700	5241
0.07	-42.01	21.16	-800	5341
0.60	-42.01	21.16	-900	5441
0.60	-42.01	21.16	-998	5539
0.60	-42.01	21.16	-1095	5636
0.05	0.18	0.33	-1167	5737
0.05	0.18	0.33	-1244	5838
-67.31	55.33	5.84	-1299	5939
0.07	-42.01	21.16	-1368	6040
0.07	-42.01	21.16	-1411	6140
0.07	-42.01	21.16	-1320	6242

0.05	0.18	0.33	100	-100
0.05	0.18	0.33	-3	3
-0.10	0.18	0.33	-100	100
0.05	0.18	0.33	-200	200
0.05	0.18	0.33	-297	297
0.05	0.18	0.33	-395	395
0.05	0.18	0.33	-492	492
0.06	-10.37	5.54	-589	589
0.05	0.18	0.33	-686	686
0.05	0.18	0.33	-783	783
0.05	0.18	0.33	-880	880
0.05	0.18	0.33	-977	977
0.05	0.18	0.33	-1005	1076
0.05	0.18	0.33	-1091	1178
0.05	0.18	0.33	-1166	1278
0.05	0.18	0.33	-1263	1375
0.05	0.18	0.33	-1360	1472
0.05	0.18	0.33	-1458	1570
0.06	-10.37	5.54	-1555	1667
0.05	0.18	0.33	-1652	1764
0.05	0.18	0.18	-1749	1861
0.05	0.18	0.33	-1846	1958
0.05	0.33	0.33	-1944	2056
-0.10	0.18	0.33	-2042	2154
0.06	-10.37	5.54	-2140	2252
0.05	0.18	0.33	-2198	2353
0.05	0.18	0.33	-2196	2456
0.05	0.18	0.33	-2105	2558
0.05	0.18	0.33	-2005	2658
0.05	0.18	0.33	-1902	2761
